Name,Condition,Price,Product Link
FEKER JJK21 3Modes PAD Numeric Keypad Mini Mechanical Keyboard USB/ Bluetooth/2.4GHz RGB Lighting 20Keys And 1Konb Black,Buyer Protection,RM209,https://www.carousell.com.my/p/feker-jjk21-3modes-pad-numeric-keypad-mini-mechanical-keyboard-usb-bluetooth-2-4ghz-rgb-lighting-20keys-and-1konb-black-1261582500/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1477
High End Custom Mechanical Keyboard Building / Sourcing / Modding / Repairing Service,Buyer Protection,RM2,https://www.carousell.com.my/p/high-end-custom-mechanical-keyboard-building-sourcing-modding-repairing-service-1260430921/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1478
Razer BlackWidow V3 Mechanical Gaming Keyboard |Quartz Pink |,Brand new,RM709,https://www.carousell.com.my/p/razer-blackwidow-v3-mechanical-gaming-keyboard-quartz-pink-1259775371/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1479
RK Royal Kludge RK61 wireless-compatible Mini Wired Dual Mode 60% RGB Light Mechanical Gaming Keyboard [ Red Switch ] for Laptops & PC’s   ( Not Support Hot-swapp )   |   FREE SHIPPING,Brand new,RM189,https://www.carousell.com.my/p/rk-royal-kludge-rk61-wireless-compatible-mini-wired-dual-mode-60-rgb-light-mechanical-gaming-keyboard-red-switch-for-laptops-pc’s-not-support-hot-swapp-free-shipping-1259719771/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1480
Dareu A98 three-mode hot-swappable gaming office mechanical keyboard fog-through keycap RGB lighting,Buyer Protection,RM388,https://www.carousell.com.my/p/dareu-a98-three-mode-hot-swappable-gaming-office-mechanical-keyboard-fog-through-keycap-rgb-lighting-1259466982/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1481
Premium Custom Mechanical Keyboard Building / Sourcing / Modding / Repairing Service,Buyer Protection,RM2,https://www.carousell.com.my/p/premium-custom-mechanical-keyboard-building-sourcing-modding-repairing-service-1259304434/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1482
Armaggeddon SMK-9R RGB Falconet Outemu Switch Mechanical Keyboard | 87 Low Profile Keyboard,Buyer Protection,RM150,https://www.carousell.com.my/p/armaggeddon-smk-9r-rgb-falconet-outemu-switch-mechanical-keyboard-87-low-profile-keyboard-1253928084/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1483
Custom mechanical keyboard build service,Brand new,RM2,https://www.carousell.com.my/p/custom-mechanical-keyboard-build-service-1258765676/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1484
Armaggeddon MKA-9C PRO Psycheagle Mechanical Gaming Keyboard,Buyer Protection,RM89,https://www.carousell.com.my/p/armaggeddon-mka-9c-pro-psycheagle-mechanical-gaming-keyboard-1257941544/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1486
Corsair K95 Platinum Cherry MX Red Mechanical Keyboard,Like new,RM450,https://www.carousell.com.my/p/corsair-k95-platinum-cherry-mx-red-mechanical-keyboard-1255881712/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1487
Minimallistic Artisan Keycaps Custom Mechanical Keyboard,Buyer Protection,RM69,https://www.carousell.com.my/p/minimallistic-artisan-keycaps-custom-mechanical-keyboard-1253514093/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1489
Bunny Artisan Keycap Custom Mechanical Keyboard,Buyer Protection,RM69,https://www.carousell.com.my/p/bunny-artisan-keycap-custom-mechanical-keyboard-1253513786/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1490
Minimalistic Artisan Ripple Keycap Custom Mechanical Keyboard,Buyer Protection,RM69,https://www.carousell.com.my/p/minimalistic-artisan-ripple-keycap-custom-mechanical-keyboard-1253513670/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1492
RK61 Royal Kludge Bluetooth 3.0 & USB C Dual Mode RGB Backlit Mechanical Keyboard (Brown Switch),Buyer Protection,RM130,https://www.carousell.com.my/p/rk61-royal-kludge-bluetooth-3-0-usb-c-dual-mode-rgb-backlit-mechanical-keyboard-brown-switch-1252122443/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1493
Blue switch mechanical keyboard,Lightly used,RM50,https://www.carousell.com.my/p/blue-switch-mechanical-keyboard-1251395213/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1494
AOC GK410 Rainbow Mechanical Gaming Keyboard | Blue Switch | Plastic Body,Brand new,RM99,https://www.carousell.com.my/p/aoc-gk410-rainbow-mechanical-gaming-keyboard-blue-switch-plastic-body-1251000412/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1495
MOFI MECHANICAL WIRED MECHANICAL GAMING KEYBOARD,Buyer Protection,RM75,https://www.carousell.com.my/p/mofi-mechanical-wired-mechanical-gaming-keyboard-1249228395/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1496
Keyboard RGB backlit 60% Dual mode Bluetooth 5.0 USB C White Mechanical gaming RK17 Royal Kludge RKGaming,Brand new,RM160,https://www.carousell.com.my/p/keyboard-rgb-backlit-60-dual-mode-bluetooth-5-0-usb-c-white-mechanical-gaming-rk17-royal-kludge-rkgaming-1246264138/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1497
QK60 Wireless PCB Custom Mechanical Keyboard,Brand new,RM250,https://www.carousell.com.my/p/qk60-wireless-pcb-custom-mechanical-keyboard-1243214880/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1498
Wireless Mechanical keyboard Cooler Master SK622,Brand new,RM320,https://www.carousell.com.my/p/wireless-mechanical-keyboard-cooler-master-sk622-1242946687/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1500
Createkeebs Luminkey75 Gasket Mounted Mechanical Keyboard Pre Order,Brand new,"RM1,150",https://www.carousell.com.my/p/createkeebs-luminkey75-gasket-mounted-mechanical-keyboard-pre-order-1242251506/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1501
ASUS ROG Republic of Gamers Strix Flare RGB Mechanical Cherry MX Switches Gaming Keyboard XA01 + Comfortable Wrist Rest,Buyer Protection,RM499,https://www.carousell.com.my/p/asus-rog-republic-of-gamers-strix-flare-rgb-mechanical-cherry-mx-switches-gaming-keyboard-xa01-comfortable-wrist-rest-1242009571/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1502
Vertex V1 Custom Mechanical Keyboard Switches,Brand new,RM20,https://www.carousell.com.my/p/vertex-v1-custom-mechanical-keyboard-switches-1241778951/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1503
Cherry Brown switches (mechanical keyboard),Brand new,RM10,https://www.carousell.com.my/p/cherry-brown-switches-mechanical-keyboard-1241561768/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1504
Cherry MX Board 1.0 Mechanical Keyboard,Buyer Protection,RM120,https://www.carousell.com.my/p/cherry-mx-board-1-0-mechanical-keyboard-1240975953/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1505
🔥 Pokemon Pikachu Squirtle Custom Personality Keycaps Mechanic Keyboard 🔥,Brand new,RM45,https://www.carousell.com.my/p/🔥-pokemon-pikachu-squirtle-custom-personality-keycaps-mechanic-keyboard-🔥-1240782245/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1506
"""Final Reduction"" ""Summer Sale"" ""Like New""  Obins ANNE Pro 60% RGB Mechanical Keyboard Gateron Blue Switches",Buyer Protection,RM150,https://www.carousell.com.my/p/final-reduction-summer-sale-like-new-obins-anne-pro-60-rgb-mechanical-keyboard-gateron-blue-switches-1240742113/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=nuCWJ4gxLJObwl-2&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1507
BIO JEE THUNDER FIGHTER MECHANICAL GAMING KEYBOARD B104 ( RED KEY ),Brand new,RM89,https://www.carousell.com.my/p/bio-jee-thunder-fighter-mechanical-gaming-keyboard-b104-red-key-1240010253/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1509
1stPlayer Steampunk Mechanical Keyboard,Well used,RM60,https://www.carousell.com.my/p/1stplayer-steampunk-mechanical-keyboard-1239665123/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1510
[WITH MOUSE AND HEADSET]Onikuma G26 Pinky chroma RGB Professional Blue Switch Mechanical Gaming Keyboard CW905 7 Key,Buyer Protection,RM145,https://www.carousell.com.my/p/with-mouse-and-headset-onikuma-g26-pinky-chroma-rgb-professional-blue-switch-mechanical-gaming-keyboard-cw905-7-key-1239088091/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1511
Mechanical Keyboard - Ducky 2087,Buyer Protection,RM120,https://www.carousell.com.my/p/mechanical-keyboard-ducky-2087-1227720329/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1512
"Switch Break in Service, Lubed Switches for Sale, Mechanical Keyboard Repair, Building, Tuning.",Like new,RM1,https://www.carousell.com.my/p/switch-break-in-service-lubed-switches-for-sale-mechanical-keyboard-repair-building-tuning-1238249149/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1514
Cooler Master CM Masterkeys Pro M Mechanical keyboard,Lightly used,RM250,https://www.carousell.com.my/p/cooler-master-cm-masterkeys-pro-m-mechanical-keyboard-1238117006/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1515
Fuhlen SM680R RGB Mechanical Keyboard (blue switch),Well used,RM90,https://www.carousell.com.my/p/fuhlen-sm680r-rgb-mechanical-keyboard-blue-switch-1236261808/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1516
Kemove DK61 Snowfox 60% Wireless Mechanical Gaming Keyboard,Like new,RM189,https://www.carousell.com.my/p/kemove-dk61-snowfox-60-wireless-mechanical-gaming-keyboard-1235602840/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1517
Premium Custom Mechanical Keyboard Building / Modding / Sourcing Service,Brand new,RM1,https://www.carousell.com.my/p/premium-custom-mechanical-keyboard-building-modding-sourcing-service-1234781553/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1518
Moded mechanical Keyboard Rk89 White RGB 3-modes,Buyer Protection,RM320,https://www.carousell.com.my/p/moded-mechanical-keyboard-rk89-white-rgb-3-modes-1233730045/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1519
Logitech POP Keys Wireless Mechanical Emoji Keyboard + Pop Mouse Bundle,Brand new,RM735,https://www.carousell.com.my/p/logitech-pop-keys-wireless-mechanical-emoji-keyboard-pop-mouse-bundle-1233428432/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1520
Logitech POP Keys Wireless Mechanical Emoji Keyboard,Brand new,RM419,https://www.carousell.com.my/p/logitech-pop-keys-wireless-mechanical-emoji-keyboard-1233427996/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1521
White Keycaps Set for Mechanical Keyboard,Buyer Protection,RM30,https://www.carousell.com.my/p/white-keycaps-set-for-mechanical-keyboard-1233342698/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1522
Fantech Mechanical Keyboard Maxpower MK853 Black with Red Linear Switch,Well used,RM100,https://www.carousell.com.my/p/fantech-mechanical-keyboard-maxpower-mk853-black-with-red-linear-switch-1228665360/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1523
Logitech G513 Backlit Mechanical Wired Gaming Keyboard Tactile,Brand new,RM390,https://www.carousell.com.my/p/logitech-g513-backlit-mechanical-wired-gaming-keyboard-tactile-1233426096/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1524
Logitech G413 SE Backlit Anti-Ghosting Mechanical Gaming Keyboard ( Tactile Switches ),Brand new,RM392,https://www.carousell.com.my/p/logitech-g413-se-backlit-anti-ghosting-mechanical-gaming-keyboard-tactile-switches-1233425810/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1525
Logitech G815 Lightsync RGB Mechanical Gaming Keyboard,Brand new,RM986,https://www.carousell.com.my/p/logitech-g815-lightsync-rgb-mechanical-gaming-keyboard-1233423095/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1527
Logitech G715 Wireless Mechanical Gaming Keyboard - Aurora Collection [READY STOCK],Brand new,RM799,https://www.carousell.com.my/p/logitech-g715-wireless-mechanical-gaming-keyboard-aurora-collection-ready-stock-1233422429/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1528
Gaming mechanical keyboards mouse rgb,Well used,RM100,https://www.carousell.com.my/p/gaming-mechanical-keyboards-mouse-rgb-1214079879/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1529
Akko Limited Edition Year of Tiger mechanical keyboard,Brand new,RM450,https://www.carousell.com.my/p/akko-limited-edition-year-of-tiger-mechanical-keyboard-1225455425/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1530
Keychron K6 K8 RGB Gateron Optical Hotswap Aluminum Bluetooth Wireless Mechanical Keyboard Gaming Office,Brand new,RM309,https://www.carousell.com.my/p/keychron-k6-k8-rgb-gateron-optical-hotswap-aluminum-bluetooth-wireless-mechanical-keyboard-gaming-office-1233421507/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1531
Logitech G512 Carbon RGB Lightsync Mechanical Gaming Keyboard,Brand new,RM319,https://www.carousell.com.my/p/logitech-g512-carbon-rgb-lightsync-mechanical-gaming-keyboard-1233418143/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1532
Logitech G915 TKL Tenkeyless Lightspeed Wireless RGB Mechanical Gaming Keyboard,Brand new,RM729,https://www.carousell.com.my/p/logitech-g915-tkl-tenkeyless-lightspeed-wireless-rgb-mechanical-gaming-keyboard-1233410198/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1533
Logitech G713 Wired Mechanical Gaming Keyboard - Aurora Collection [READY STOCK],Brand new,RM719,https://www.carousell.com.my/p/logitech-g713-wired-mechanical-gaming-keyboard-aurora-collection-ready-stock-1233409481/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1534
Armageddon MKA-7C Mechanical Keyboard,Buyer Protection,RM100,https://www.carousell.com.my/p/armageddon-mka-7c-mechanical-keyboard-1222394127/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1537
129Key General Pudding PBT Keycaps Two-colour Injection OEM Translucent Keycap for  61/ 62/ 68/ 84/ 87/ 104/ 108/ 980k Mechanical Keyboard,Like new,RM25,https://www.carousell.com.my/p/129key-general-pudding-pbt-keycaps-two-colour-injection-oem-translucent-keycap-for-61-62-68-84-87-104-108-980k-mechanical-keyboard-1221836014/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1538
LINGYI Mechanical Keyboard with LED light. BLUE key touch,Buyer Protection,RM55,https://www.carousell.com.my/p/lingyi-mechanical-keyboard-with-led-light-blue-key-touch-1220996099/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1539
Custom Mechanical Keyboard Commision Building Repair Tuning Lubing Lubed Switches,Like new,RM1,https://www.carousell.com.my/p/custom-mechanical-keyboard-commision-building-repair-tuning-lubing-lubed-switches-1218985185/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1541
Fantech MAXFIT61 RGB Mechanical Keyboard ( Blue or Red Switch ),Brand new,RM179,https://www.carousell.com.my/p/fantech-maxfit61-rgb-mechanical-keyboard-blue-or-red-switch-1218118377/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1542
Mechanical Keyboard Switch Puller,Buyer Protection,RM20,https://www.carousell.com.my/p/mechanical-keyboard-switch-puller-1217021166/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1543
Mechanical Keyboard TKL Low Profile,Well used,RM150,https://www.carousell.com.my/p/mechanical-keyboard-tkl-low-profile-1216941278/?t-id=bOPHfTHOk6_1751556134666&t-referrer_browse_type=search_results&t-referrer_page_type=search&t-referrer_request_id=k3okskUc2HqHTk7K&t-referrer_search_query=Mechanical%20Keyboard&t-referrer_search_query_source=direct_search&t-referrer_sort_by=popular&t-tap_index=1544
